,User,Name,Chain,Value
168,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Klima DAO ,matic,2.908458908329676
169,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,QiDao,matic,1.004880209440044
170,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Nested,matic,1.2871091241542205
171,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,PoolTogether,matic,4.9955
172,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,QuickSwap,matic,2.919256225872534
173,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Superfluid,matic,1.1346035256077236
174,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,SushiSwap,matic,4.5117474375617315
175,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Toucan,matic,1.1927812023367053
176,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Uniswap V3,matic,6.235428823143398
177,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Gamma,matic,3.894570526889984
178,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Aave V3,op,27.75220979975872
179,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Beefy,op,1.4120164723984692
180,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Beethoven x,op,4.50438483470024
181,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Curve,op,7.494263156866251
182,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,dHEDGE,op,6.119792743974999
183,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Hop Protocol,op,24.14318220938782
184,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Mean Finance,op,8.95617943236659
185,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Nested,op,1.9922233838
186,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Perpetual Protocol,op,2.6196355926653525
187,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Pika Protocol,op,3.701229139117132
188,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Rubicon,op,13.641063731544019
189,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Sonne Finance,op,40.29547415911254
190,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Stargate,op,9.565487174276864
191,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Synthetix,op,3.5373219279926307
192,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Uniswap V3,op,7.80701318570465
193,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,WOO Network,op,2.7923707786014966
194,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Yearn V2,op,3.062603091631178
195,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Ribbon,eth,9.990999999999999e-07
196,0x2410f0496848D8bF914bEC3941349122eb2fd6f0,Stargate,eth,12.966141377269945
197,0x2f9AA3ae2d45678025e32fAf4b0bD7f7AA657c36,Aave V3,op,9.990999999999999e-07
198,0xCeA7fb5B582c07129B8Dc2feC4D4e5435b0968fF,CronaSwap,cro,20.86822030554286
199,0xCeA7fb5B582c07129B8Dc2feC4D4e5435b0968fF,VVS Finance,cro,3.7724501626417535
200,0x5913f0DE8d564bf5914757D841adE84f7D3D91b4,Blur,eth,1.0472650000000001
201,0x5913f0DE8d564bf5914757D841adE84f7D3D91b4,Stargate,bsc,26.598358578211656
202,0x5913f0DE8d564bf5914757D841adE84f7D3D91b4,Uniwhale Exchange,bsc,1.4263027723506259
203,0x5913f0DE8d564bf5914757D841adE84f7D3D91b4,Dao Maker,eth,68.89073603792708
204,0x5913f0DE8d564bf5914757D841adE84f7D3D91b4,Nexon Finance,era,3.500012838836733
205,0x5913f0DE8d564bf5914757D841adE84f7D3D91b4,SyncSwap,era,2.4962922330827833
206,0x5913f0DE8d564bf5914757D841adE84f7D3D91b4,Stargate,metis,18.53243733035182
207,0x2A7bcc1906e3E2058e5c4c2c53a9dA4C83207a10,PancakeSwap,bsc,1.5733337964933287
208,0x210fbc3E9998ea8Ce6D9a0FC58a30F3860113013,Aave V2,eth,1.8035018612529692
209,0xeE011724B0D659647a525568aeb663bFa67b473D,Aave V3,arb,0.2463101652530593
210,0xeE011724B0D659647a525568aeb663bFa67b473D,Balancer V2,arb,1.8439284818787098
211,0xeE011724B0D659647a525568aeb663bFa67b473D,Camelot,arb,0.08231250430879782
212,0xeE011724B0D659647a525568aeb663bFa67b473D,Curve,arb,0.23844720094574726
213,0xeE011724B0D659647a525568aeb663bFa67b473D,CVI,arb,0.010216411716503547
214,0xeE011724B0D659647a525568aeb663bFa67b473D,Dopex,arb,0.10215713423019074
215,0xeE011724B0D659647a525568aeb663bFa67b473D,GMX,arb,0.15333034655899552
216,0xeE011724B0D659647a525568aeb663bFa67b473D,Hop Protocol,arb,0.2306073816291724
217,0xeE011724B0D659647a525568aeb663bFa67b473D,Mean Finance,arb,0.017197536810723644
